time,sym,src,price,size
2023-04-21D08:58:59.050000000,ORCL,L,33.63,1957
2023-04-21D08:59:04.477000000,YHOO,N,35.05,3399
2023-04-21D08:59:04.683000000,IBM,L,46.78,2275
2023-04-21D08:59:04.758000000,NOK,O,31.16,1749
2023-04-21D08:59:06.321000000,DELL,L,29.66,841
2023-04-21D08:59:08.584000000,CSCO,L,36.46,8029
2023-04-21D08:59:09.224000000,YHOO,N,35.1,1096
2023-04-21D08:59:10.838000000,CSCO,L,36.46,7466
2023-04-21D08:59:18.699000000,DELL,L,29.67,2860
2023-04-21D08:59:21.246000000,DELL,L,29.67,3058
2023-04-21D08:59:37.942000000,DELL,O,29.63,917
2023-04-21D08:59:44.684000000,ORCL,O,33.62,3848
2023-04-21D08:59:44.754000000,MSFT,O,35.47,1460
2023-04-21D08:59:45.920000000,NOK,L,31.06,674
2023-04-21D08:59:48.650000000,GOOG,N,42.1,1302
2023-04-21D08:59:48.927000000,CSCO,O,36.53,4977
2023-04-21D08:59:49.204000000,YHOO,L,35.13,371
2023-04-21D09:00:00.738000000,AAPL,L,25.82,7404
2023-04-21D09:00:04.556000000,AAPL,L,25.79,7077
2023-04-21D09:00:05.900000000,ORCL,N,33.54,92
2023-04-21D09:00:07.562000000,CSCO,L,36.55,726
2023-04-21D09:00:08.051000000,YHOO,L,35.1,5894
2023-04-21D09:00:08.515000000,DELL,O,29.63,4578
2023-04-21D09:00:12.237000000,IBM,L,46.7,1069
2023-04-21D09:00:13.564000000,ORCL,N,33.57,8160
2023-04-21D09:00:14.569000000,NOK,L,31.06,900
2023-04-21D09:00:16.780000000,AAPL,N,25.78,4804
2023-04-21D09:00:18.476000000,YHOO,L,35.07,1655
2023-04-21D09:00:22.398000000,YHOO,O,35.14,8458
2023-04-21D09:00:23.229000000,MSFT,L,35.62,1917
2023-04-21D09:00:26.076000000,GOOG,L,42.03,86
2023-04-21D09:00:29.976000000,GOOG,O,42.01,1143
2023-04-21D09:00:30.514000000,NOK,N,31.04,1717
2023-04-21D09:00:38.285000000,YHOO,L,35.12,2955
2023-04-21D09:00:43.284000000,MSFT,L,35.65,3036
2023-04-21D09:00:50.993000000,IBM,L,46.67,7901
2023-04-21D09:00:56.217000000,IBM,L,46.62,261
2023-04-21D09:00:56.338000000,IBM,L,46.62,1822
2023-04-21D09:01:00.974000000,ORCL,L,33.62,72
2023-04-21D09:01:03.281000000,YHOO,O,35.12,4835
2023-04-21D09:01:06.046000000,MSFT,L,35.63,1638
2023-04-21D09:01:10.181000000,IBM,O,46.67,2735
2023-04-21D09:01:13.037000000,AAPL,O,25.8,2828
2023-04-21D09:01:14.414000000,GOOG,L,41.98,7243
2023-04-21D09:01:17.077000000,NOK,O,30.99,4489
2023-04-21D09:01:17.953000000,GOOG,L,42.01,1440
2023-04-21D09:01:18.222000000,CSCO,L,36.56,5211
2023-04-21D09:01:20.536000000,GOOG,L,42,5134
2023-04-21D09:01:20.798000000,DELL,N,29.64,2202
2023-04-21D09:01:31.498000000,YHOO,O,35.13,7895
2023-04-21D09:01:37.758000000,CSCO,L,36.46,1335
2023-04-21D09:01:45.374000000,NOK,L,31.04,3310
2023-04-21D09:01:45.398000000,YHOO,N,35.13,1413
2023-04-21D09:02:01.412000000,GOOG,O,42,1246
2023-04-21D09:02:08.768000000,IBM,L,46.69,3400
2023-04-21D09:02:09.251000000,GOOG,O,41.96,9290
2023-04-21D09:02:11.386000000,IBM,O,46.72,4497
2023-04-21D09:02:16.577000000,IBM,L,46.67,3003
2023-04-21D09:02:18.411000000,AAPL,O,25.85,5059
2023-04-21D09:02:28.236000000,ORCL,L,33.53,182
2023-04-21D09:02:28.302000000,DELL,N,29.55,1012
2023-04-21D09:02:30.598000000,AAPL,N,25.84,2790
2023-04-21D09:02:33.972000000,GOOG,N,41.85,1103
2023-04-21D09:02:35.030000000,YHOO,N,35.09,6359
2023-04-21D09:02:35.324000000,MSFT,O,35.55,4682
2023-04-21D09:02:36.422000000,AAPL,N,25.84,632
2023-04-21D09:02:38.356000000,GOOG,N,41.86,2846
2023-04-21D09:02:38.844000000,NOK,N,31.12,589
2023-04-21D09:02:47.847000000,YHOO,L,35.13,9098
2023-04-21D09:02:50.955000000,DELL,L,29.56,2732
2023-04-21D09:02:51.178000000,DELL,L,29.52,6863
2023-04-21D09:02:53.012000000,ORCL,L,33.6,2561
2023-04-21D09:02:54.275000000,GOOG,L,41.81,718
2023-04-21D09:02:56.541000000,ORCL,L,33.6,1309
2023-04-21D09:02:57.796000000,AAPL,L,25.85,3794
2023-04-21D09:02:58.600000000,DELL,O,29.52,369
2023-04-21D09:02:58.730000000,NOK,O,31.11,3597
2023-04-21D09:03:03.940000000,ORCL,O,33.6,5542
2023-04-21D09:03:04.092000000,AAPL,L,25.85,2111
2023-04-21D09:03:05.790000000,AAPL,N,25.86,109
2023-04-21D09:03:06.942000000,CSCO,O,36.48,2727
2023-04-21D09:03:11.189000000,DELL,N,29.53,2917
2023-04-21D09:03:12.602000000,IBM,L,46.68,486
2023-04-21D09:03:13.246000000,AAPL,L,25.83,1379
2023-04-21D09:03:13.836000000,ORCL,L,33.6,828
2023-04-21D09:03:14.280000000,CSCO,O,36.47,678
2023-04-21D09:03:15.930000000,CSCO,O,36.5,1339
2023-04-21D09:03:20.192000000,DELL,O,29.55,9739
2023-04-21D09:03:20.415000000,YHOO,N,35.09,1338
2023-04-21D09:03:20.780000000,GOOG,L,41.78,228
2023-04-21D09:03:30.194000000,CSCO,O,36.49,683
2023-04-21D09:03:40.694000000,GOOG,L,41.82,1807
2023-04-21D09:03:47.088000000,AAPL,N,25.82,1101
2023-04-21D09:03:54.733000000,IBM,O,46.67,3218
2023-04-21D09:03:56.927000000,IBM,O,46.67,1019
2023-04-21D09:03:58.352000000,ORCL,L,33.53,1409
2023-04-21D09:04:03.219000000,DELL,O,29.45,8829
2023-04-21D09:04:04.876000000,CSCO,N,36.51,9121
2023-04-21D09:04:08.040000000,ORCL,O,33.54,5487
2023-04-21D09:04:12.910000000,AAPL,N,25.76,2393
2023-04-21D09:04:24.476000000,GOOG,O,41.8,2699
2023-04-21D09:04:26.430000000,NOK,L,31.11,4516
2023-04-21D09:04:26.970000000,IBM,O,46.77,4272
2023-04-21D09:04:32.062000000,YHOO,O,35.05,1639
2023-04-21D09:04:46.636000000,DELL,O,29.42,4240
2023-04-21D09:04:46.773000000,ORCL,O,33.54,3646
2023-04-21D09:04:51.606000000,IBM,L,46.76,2446
2023-04-21D09:04:57.772000000,GOOG,L,41.81,4816
2023-04-21D09:04:58.144000000,ORCL,N,33.56,353
2023-04-21D09:05:03.182000000,YHOO,N,35.02,2391
2023-04-21D09:05:03.201000000,AAPL,O,25.8,1479
2023-04-21D09:05:08.354000000,MSFT,N,35.52,3377
2023-04-21D09:05:09.663000000,AAPL,O,25.8,1372
2023-04-21D09:05:09.701000000,ORCL,L,33.53,6529
2023-04-21D09:05:11.105000000,YHOO,O,34.97,1535
2023-04-21D09:05:13.550000000,CSCO,N,36.56,1618
2023-04-21D09:05:21.574000000,CSCO,O,36.6,332
2023-04-21D09:05:21.870000000,YHOO,N,34.99,604
2023-04-21D09:05:22.691000000,ORCL,N,33.57,2121
2023-04-21D09:05:27.501000000,ORCL,N,33.59,4230
2023-04-21D09:05:41.408000000,IBM,N,46.67,2323
2023-04-21D09:05:42.883000000,CSCO,N,36.57,3282
2023-04-21D09:05:49.280000000,NOK,L,31.05,6253
2023-04-21D09:05:51.478000000,YHOO,L,34.89,1489
2023-04-21D09:05:55.071000000,AAPL,O,25.72,10
2023-04-21D09:05:56.602000000,IBM,N,46.71,1393
2023-04-21D09:06:00.107000000,AAPL,O,25.73,8174
2023-04-21D09:06:02.098000000,AAPL,L,25.71,2745
2023-04-21D09:06:02.133000000,CSCO,O,36.61,1564
2023-04-21D09:06:04.585000000,CSCO,L,36.56,140
2023-04-21D09:06:05.328000000,IBM,L,46.77,1939
2023-04-21D09:06:08.511000000,NOK,O,31.08,447
2023-04-21D09:06:17.221000000,ORCL,N,33.63,1994
2023-04-21D09:06:17.523000000,MSFT,L,35.47,155
2023-04-21D09:06:19.693000000,MSFT,L,35.49,2464
2023-04-21D09:06:19.999000000,GOOG,L,41.79,721
2023-04-21D09:06:21.093000000,CSCO,O,36.59,1354
2023-04-21D09:06:25.877000000,GOOG,L,41.73,1932
2023-04-21D09:06:27.048000000,AAPL,L,25.69,757
2023-04-21D09:06:27.947000000,DELL,L,29.41,945
2023-04-21D09:06:33.456000000,IBM,N,46.68,2489
2023-04-21D09:06:35.357000000,DELL,L,29.39,373
2023-04-21D09:06:36.315000000,CSCO,L,36.61,1808
2023-04-21D09:06:40.599000000,DELL,O,29.45,5283
2023-04-21D09:06:40.714000000,YHOO,N,34.88,3849
2023-04-21D09:06:53.174000000,NOK,N,31.04,1125
2023-04-21D09:06:55.468000000,IBM,O,46.71,5051
2023-04-21D09:06:57.723000000,YHOO,L,34.88,205
2023-04-21D09:06:57.724000000,AAPL,N,25.66,752
2023-04-21D09:07:01.573000000,DELL,O,29.44,70
2023-04-21D09:07:04.335000000,CSCO,L,36.6,2389
2023-04-21D09:07:07.664000000,DELL,N,29.47,185
2023-04-21D09:07:13.632000000,YHOO,N,34.9,889
2023-04-21D09:07:18.426000000,NOK,N,30.99,2792
2023-04-21D09:07:21.874000000,MSFT,O,35.48,7034
2023-04-21D09:07:26.797000000,YHOO,O,34.9,4428
2023-04-21D09:07:29.544000000,YHOO,O,34.91,2215
2023-04-21D09:07:29.945000000,AAPL,O,25.63,4027
2023-04-21D09:07:30.257000000,ORCL,L,33.63,1585
2023-04-21D09:07:38.162000000,YHOO,N,34.89,5580
2023-04-21D09:07:41.552000000,CSCO,L,36.63,1398
2023-04-21D09:07:52.043000000,IBM,N,46.64,1046
2023-04-21D09:07:55.831000000,CSCO,L,36.61,519
2023-04-21D09:07:56.203000000,YHOO,N,34.92,4811
2023-04-21D09:08:07.404000000,IBM,O,46.64,2325
2023-04-21D09:08:07.621000000,GOOG,L,41.69,4552
2023-04-21D09:08:13.128000000,DELL,N,29.42,416
2023-04-21D09:08:16.845000000,MSFT,L,35.42,2220
2023-04-21D09:08:16.933000000,DELL,O,29.39,2165
2023-04-21D09:08:26.451000000,DELL,O,29.37,4648
2023-04-21D09:08:29.498000000,IBM,L,46.62,3162
2023-04-21D09:08:39.513000000,AAPL,O,25.59,3822
2023-04-21D09:08:45.782000000,AAPL,L,25.59,645
2023-04-21D09:08:46.544000000,GOOG,N,41.66,4219
2023-04-21D09:08:48.155000000,MSFT,L,35.43,1837
2023-04-21D09:08:50.346000000,ORCL,N,33.62,5856
2023-04-21D09:08:57.822000000,GOOG,N,41.66,7482
2023-04-21D09:09:02.275000000,DELL,O,29.42,3099
2023-04-21D09:09:02.951000000,CSCO,N,36.63,4585
2023-04-21D09:09:06.612000000,MSFT,N,35.47,418
2023-04-21D09:09:09.890000000,AAPL,N,25.6,1973
2023-04-21D09:09:14.101000000,NOK,L,31.01,907
2023-04-21D09:09:15.299000000,YHOO,O,34.83,7401
2023-04-21D09:09:19.052000000,CSCO,O,36.6,5003
2023-04-21D09:09:21.248000000,DELL,L,29.38,6195
2023-04-21D09:09:23.152000000,MSFT,O,35.36,332
2023-04-21D09:09:24.495000000,ORCL,N,33.6,1381
2023-04-21D09:09:29.342000000,GOOG,L,41.56,9006
2023-04-21D09:09:32.352000000,IBM,L,46.55,436
2023-04-21D09:09:35.615000000,NOK,N,31.04,1897
2023-04-21D09:09:37.349000000,ORCL,L,33.58,306
2023-04-21D09:09:37.486000000,CSCO,O,36.61,72
2023-04-21D09:09:42.660000000,CSCO,L,36.61,6605
2023-04-21D09:09:42.766000000,GOOG,L,41.58,7179
2023-04-21D09:09:43.592000000,GOOG,L,41.58,8170
2023-04-21D09:09:45.341000000,IBM,O,46.61,2022
2023-04-21D09:09:46.075000000,MSFT,L,35.33,36
2023-04-21D09:09:46.480000000,MSFT,L,35.34,499
2023-04-21D09:09:47.075000000,AAPL,N,25.63,338
2023-04-21D09:09:53.334000000,DELL,O,29.41,3820
2023-04-21D09:09:54.167000000,GOOG,O,41.56,409
2023-04-21D09:09:56.750000000,MSFT,O,35.37,272
2023-04-21D09:10:01.190000000,CSCO,L,36.6,635
2023-04-21D09:10:02.885000000,YHOO,O,34.97,318
2023-04-21D09:10:02.893000000,NOK,N,31.07,3448
2023-04-21D09:10:06.641000000,YHOO,L,35.01,443
2023-04-21D09:10:08.622000000,NOK,L,31.07,3000
2023-04-21D09:10:10.217000000,YHOO,N,34.99,1709
2023-04-21D09:10:12.895000000,ORCL,N,33.64,3683
2023-04-21D09:10:14.446000000,DELL,L,29.41,1527
2023-04-21D09:10:15.895000000,CSCO,L,36.6,1080
2023-04-21D09:10:18.626000000,NOK,N,31.08,756
2023-04-21D09:10:20.682000000,DELL,N,29.37,4713
2023-04-21D09:10:24.554000000,IBM,L,46.57,290
2023-04-21D09:10:28.976000000,YHOO,L,35.03,3441
2023-04-21D09:10:30.867000000,GOOG,O,41.61,6226
2023-04-21D09:10:31.095000000,AAPL,N,25.66,2381
2023-04-21D09:10:31.528000000,ORCL,N,33.66,2021
2023-04-21D09:10:34.451000000,AAPL,O,25.71,472
2023-04-21D09:10:35.853000000,GOOG,O,41.58,664
2023-04-21D09:10:36.002000000,YHOO,N,35.01,518
2023-04-21D09:10:38.487000000,GOOG,L,41.62,1381
2023-04-21D09:10:43.444000000,DELL,N,29.37,333
2023-04-21D09:10:43.998000000,MSFT,L,35.34,1187
2023-04-21D09:10:49.116000000,CSCO,N,36.58,7869
2023-04-21D09:10:49.672000000,ORCL,O,33.63,1163
2023-04-21D09:10:52.690000000,CSCO,L,36.59,3391
2023-04-21D09:10:53.328000000,ORCL,O,33.63,1735
2023-04-21D09:10:53.963000000,DELL,O,29.32,4032
2023-04-21D09:11:02.389000000,IBM,O,46.6,1532
2023-04-21D09:11:02.576000000,DELL,N,29.35,1561
2023-04-21D09:11:04.126000000,ORCL,L,33.64,3389
2023-04-21D09:11:07.141000000,DELL,N,29.35,87
2023-04-21D09:11:11.573000000,AAPL,L,25.68,1296
2023-04-21D09:11:15.146000000,AAPL,L,25.67,2385
2023-04-21D09:11:16.399000000,YHOO,N,35.01,7764
2023-04-21D09:11:17.813000000,MSFT,L,35.28,1852
2023-04-21D09:11:19.961000000,AAPL,N,25.71,1861
2023-04-21D09:11:23.204000000,DELL,N,29.38,1477
2023-04-21D09:11:23.781000000,ORCL,L,33.6,207
2023-04-21D09:11:25.158000000,ORCL,L,33.6,467
2023-04-21D09:11:28.422000000,GOOG,L,41.68,5399
2023-04-21D09:11:31.242000000,AAPL,N,25.73,2367
2023-04-21D09:11:34.260000000,MSFT,N,35.32,3101
2023-04-21D09:11:35.764000000,NOK,O,31.11,3773
2023-04-21D09:11:36.020000000,NOK,O,31.13,819
2023-04-21D09:11:42.438000000,DELL,N,29.37,7674
2023-04-21D09:11:44.747000000,GOOG,L,41.62,685
2023-04-21D09:11:45.632000000,CSCO,N,36.6,3860
2023-04-21D09:11:48.293000000,AAPL,L,25.73,1157
2023-04-21D09:11:48.683000000,AAPL,L,25.75,597
2023-04-21D09:11:48.688000000,YHOO,O,35.08,896
2023-04-21D09:12:01.536000000,MSFT,L,35.26,2184
2023-04-21D09:12:03.711000000,AAPL,N,25.75,4461
2023-04-21D09:12:10.483000000,CSCO,L,36.67,1670
2023-04-21D09:12:10.994000000,MSFT,N,35.28,136
2023-04-21D09:12:11.547000000,CSCO,L,36.66,4435
2023-04-21D09:12:11.695000000,GOOG,N,41.69,4900
2023-04-21D09:12:17.791000000,DELL,N,29.42,770
2023-04-21D09:12:18.115000000,DELL,N,29.38,1361
2023-04-21D09:12:27.125000000,CSCO,L,36.62,2417
2023-04-21D09:12:28.955000000,YHOO,O,35.04,93
2023-04-21D09:12:33.917000000,AAPL,O,25.78,987
2023-04-21D09:12:35.060000000,YHOO,L,35.06,369
2023-04-21D09:12:38.754000000,ORCL,O,33.61,1221
2023-04-21D09:12:40.438000000,GOOG,N,41.62,1162
2023-04-21D09:12:42.199000000,GOOG,O,41.63,7150
2023-04-21D09:12:43.168000000,NOK,L,31.05,2161
2023-04-21D09:12:52.171000000,CSCO,L,36.61,3542
2023-04-21D09:12:55.539000000,NOK,L,31.06,220
2023-04-21D09:12:58.366000000,AAPL,O,25.71,1251
2023-04-21D09:12:58.532000000,CSCO,L,36.61,7759
2023-04-21D09:12:58.974000000,ORCL,O,33.63,727
2023-04-21D09:13:06.012000000,YHOO,N,35.07,6650
2023-04-21D09:13:20.187000000,DELL,L,29.38,2349
2023-04-21D09:13:20.206000000,DELL,L,29.4,5858
2023-04-21D09:13:23.748000000,DELL,O,29.39,2261
2023-04-21D09:13:25.392000000,CSCO,L,36.63,2649
2023-04-21D09:13:32.468000000,IBM,O,46.57,2070
2023-04-21D09:13:34.125000000,AAPL,N,25.74,680
2023-04-21D09:13:36.182000000,NOK,N,31.11,7364
2023-04-21D09:13:36.226000000,YHOO,O,35.04,4181
2023-04-21D09:13:42.431000000,CSCO,N,36.59,451
2023-04-21D09:13:43.811000000,AAPL,N,25.73,7542
2023-04-21D09:13:50.367000000,MSFT,O,35.25,3050
2023-04-21D09:13:50.848000000,YHOO,N,35.04,2978
2023-04-21D09:13:59.795000000,NOK,N,31.08,1934
2023-04-21D09:14:00.603000000,MSFT,O,35.19,1294
2023-04-21D09:14:04.175000000,IBM,L,46.58,4514
2023-04-21D09:14:06.792000000,GOOG,N,41.64,1848
2023-04-21D09:14:07.382000000,CSCO,L,36.6,184
2023-04-21D09:14:11.311000000,ORCL,N,33.65,3892
2023-04-21D09:14:11.365000000,CSCO,L,36.57,2717
2023-04-21D09:14:16.645000000,DELL,L,29.39,932
2023-04-21D09:14:17.540000000,IBM,N,46.54,11
2023-04-21D09:14:18.749000000,DELL,L,29.39,908
2023-04-21D09:14:20.436000000,ORCL,L,33.69,1489
2023-04-21D09:14:22.608000000,MSFT,N,35.23,1923
2023-04-21D09:14:23.003000000,YHOO,L,35.01,4158
2023-04-21D09:14:31.069000000,CSCO,N,36.62,1692
2023-04-21D09:14:33.402000000,IBM,L,46.64,410
2023-04-21D09:14:33.718000000,NOK,L,31.11,783
2023-04-21D09:14:38.103000000,MSFT,N,35.24,7416
2023-04-21D09:14:39.507000000,CSCO,N,36.6,494
2023-04-21D09:14:42.914000000,NOK,N,31.14,598
2023-04-21D09:14:43.443000000,GOOG,L,41.69,3688
2023-04-21D09:14:43.807000000,DELL,O,29.48,8074
2023-04-21D09:14:44.960000000,NOK,N,31.1,1372
2023-04-21D09:14:45.131000000,NOK,N,31.1,2448
2023-04-21D09:14:46.027000000,NOK,N,31.15,3245
2023-04-21D09:14:56.254000000,DELL,L,29.43,7922
2023-04-21D09:14:56.300000000,MSFT,N,35.25,2203
2023-04-21D09:14:57.460000000,DELL,L,29.43,2305
2023-04-21D09:15:00.959000000,ORCL,N,33.6,3311
2023-04-21D09:15:01.435000000,YHOO,L,35.03,3219
2023-04-21D09:15:03.513000000,MSFT,L,35.24,582
2023-04-21D09:15:07.334000000,MSFT,N,35.26,3070
2023-04-21D09:15:13.331000000,NOK,O,31.08,7505
2023-04-21D09:15:16.353000000,ORCL,L,33.65,3345
2023-04-21D09:15:17.641000000,CSCO,O,36.64,329
2023-04-21D09:15:20.929000000,MSFT,O,35.26,387
2023-04-21D09:15:24.883000000,AAPL,O,25.84,2221
2023-04-21D09:15:25.354000000,AAPL,O,25.87,8261
2023-04-21D09:15:26.096000000,GOOG,O,41.77,1340
2023-04-21D09:15:32.661000000,IBM,O,46.61,1542
2023-04-21D09:15:33.530000000,IBM,L,46.61,14
2023-04-21D09:15:38.217000000,GOOG,L,41.75,1636
2023-04-21D09:15:41.208000000,IBM,L,46.65,3091
2023-04-21D09:15:44.537000000,YHOO,L,34.97,355
2023-04-21D09:15:49.599000000,YHOO,O,35,220
2023-04-21D09:15:52.267000000,ORCL,O,33.61,5446
2023-04-21D09:15:55.945000000,MSFT,L,35.23,1975
2023-04-21D09:15:58.829000000,ORCL,N,33.59,5197
2023-04-21D09:15:59.115000000,NOK,L,31.04,517
2023-04-21D09:15:59.311000000,GOOG,N,41.7,5157
2023-04-21D09:16:03.967000000,YHOO,N,34.95,150
2023-04-21D09:16:06.858000000,NOK,O,31.03,5775
2023-04-21D09:16:08.808000000,GOOG,N,41.72,454
2023-04-21D09:16:12.047000000,ORCL,O,33.57,3986
2023-04-21D09:16:13.686000000,CSCO,N,36.72,153
2023-04-21D09:16:19.248000000,ORCL,N,33.61,2634
2023-04-21D09:16:19.511000000,CSCO,O,36.76,709
2023-04-21D09:16:20.845000000,GOOG,O,41.7,1023
2023-04-21D09:16:24.869000000,YHOO,L,34.94,5104
2023-04-21D09:16:25.422000000,MSFT,L,35.25,3832
2023-04-21D09:16:25.711000000,CSCO,O,36.76,3652
2023-04-21D09:16:30.805000000,AAPL,L,25.88,8593
2023-04-21D09:16:31.266000000,AAPL,L,25.88,6428
2023-04-21D09:16:31.703000000,NOK,L,31.14,321
2023-04-21D09:16:34.729000000,ORCL,N,33.58,6342
2023-04-21D09:16:35.954000000,DELL,L,29.5,5697
2023-04-21D09:16:44.047000000,AAPL,N,25.85,191
2023-04-21D09:16:45.369000000,ORCL,O,33.56,908
2023-04-21D09:16:50.105000000,IBM,N,46.51,7212
2023-04-21D09:16:52.280000000,GOOG,N,41.73,5330
2023-04-21D09:16:58.713000000,AAPL,N,25.91,2194
2023-04-21D09:17:01.836000000,IBM,O,46.55,2708
2023-04-21D09:17:02.407000000,IBM,O,46.55,2816
2023-04-21D09:17:06.974000000,NOK,O,31.07,2073
2023-04-21D09:17:08.008000000,YHOO,L,35,2419
2023-04-21D09:17:11.946000000,MSFT,L,35.29,676
2023-04-21D09:17:17.826000000,AAPL,O,25.87,1583
2023-04-21D09:17:20.158000000,GOOG,O,41.73,2447
2023-04-21D09:17:25.515000000,CSCO,O,36.64,5202
2023-04-21D09:17:27.767000000,MSFT,N,35.3,51
2023-04-21D09:17:28.264000000,CSCO,N,36.69,817
2023-04-21D09:17:28.655000000,MSFT,N,35.27,928
2023-04-21D09:17:33.421000000,CSCO,O,36.66,1491
2023-04-21D09:17:36.992000000,AAPL,O,25.91,187
2023-04-21D09:17:37.501000000,GOOG,L,41.72,2083
2023-04-21D09:17:41.612000000,MSFT,O,35.22,2878
2023-04-21D09:17:48.954000000,MSFT,O,35.26,395
2023-04-21D09:17:49.616000000,MSFT,N,35.27,4734
2023-04-21D09:17:50.551000000,YHOO,O,34.95,1213
2023-04-21D09:17:56.253000000,NOK,L,31.13,996
2023-04-21D09:18:20.355000000,AAPL,N,25.82,1544
2023-04-21D09:18:25.823000000,YHOO,L,34.96,156
2023-04-21D09:18:26.756000000,IBM,O,46.51,1193
2023-04-21D09:18:29.723000000,NOK,N,31.17,173
2023-04-21D09:18:30.245000000,YHOO,L,34.97,232
2023-04-21D09:18:32.389000000,CSCO,O,36.72,6204
2023-04-21D09:18:32.569000000,GOOG,N,41.63,6528
2023-04-21D09:18:35.869000000,CSCO,N,36.64,230
2023-04-21D09:18:38.930000000,AAPL,O,25.86,4138
2023-04-21D09:18:45.349000000,DELL,L,29.53,3151
2023-04-21D09:18:49.588000000,NOK,L,31.16,6125
2023-04-21D09:18:50.284000000,AAPL,N,25.84,1874
2023-04-21D09:18:55.650000000,CSCO,O,36.7,5469
2023-04-21D09:18:56.628000000,GOOG,O,41.59,974
2023-04-21D09:18:58.025000000,AAPL,N,25.87,4344
2023-04-21D09:18:58.641000000,IBM,N,46.44,708
2023-04-21D09:19:03.498000000,GOOG,O,41.59,739
2023-04-21D09:19:04.225000000,MSFT,N,35.21,2637
2023-04-21D09:19:10.302000000,IBM,N,46.41,1760
2023-04-21D09:19:10.873000000,CSCO,N,36.7,1685
2023-04-21D09:19:10.954000000,NOK,L,31.21,8761
2023-04-21D09:19:11.313000000,IBM,N,46.39,1410
2023-04-21D09:19:14.973000000,CSCO,L,36.67,459
2023-04-21D09:19:22.408000000,AAPL,N,25.81,1317
2023-04-21D09:19:23.037000000,MSFT,O,35.2,2309
2023-04-21D09:19:24.806000000,GOOG,L,41.65,2792
2023-04-21D09:19:26.668000000,AAPL,N,25.86,2301
2023-04-21D09:19:32.948000000,DELL,O,29.5,507
2023-04-21D09:19:36.180000000,NOK,N,31.2,6968
2023-04-21D09:19:38.848000000,IBM,L,46.45,2112
2023-04-21D09:19:41.922000000,AAPL,N,25.82,4317
2023-04-21D09:19:42.108000000,MSFT,O,35.25,3017
2023-04-21D09:19:44.793000000,ORCL,L,33.47,923
2023-04-21D09:19:45.132000000,NOK,L,31.21,5767
2023-04-21D09:19:45.424000000,ORCL,L,33.47,6155
2023-04-21D09:19:46.295000000,AAPL,N,25.85,1288
2023-04-21D09:19:52.729000000,ORCL,O,33.47,7952
2023-04-21D09:19:54.598000000,AAPL,O,25.87,2867
2023-04-21D09:19:55.069000000,IBM,N,46.44,155
2023-04-21D09:19:57.841000000,DELL,L,29.48,3957
2023-04-21D09:20:05.575000000,YHOO,O,34.98,188
2023-04-21D09:20:14.780000000,DELL,O,29.46,417
2023-04-21D09:20:16.555000000,ORCL,N,33.5,496
2023-04-21D09:20:18.907000000,CSCO,L,36.73,479
2023-04-21D09:20:19.247000000,DELL,O,29.46,575
2023-04-21D09:20:24.364000000,ORCL,N,33.53,1223
2023-04-21D09:20:25.413000000,GOOG,L,41.65,628
2023-04-21D09:20:36.099000000,ORCL,N,33.53,378
2023-04-21D09:20:37.189000000,GOOG,N,41.62,1520
2023-04-21D09:20:38.532000000,DELL,N,29.47,1562
2023-04-21D09:20:43.211000000,AAPL,O,25.81,2344
2023-04-21D09:20:48.335000000,NOK,L,31.27,254
2023-04-21D09:20:54.116000000,AAPL,N,25.83,1649
2023-04-21D09:20:54.366000000,MSFT,L,35.27,1250
2023-04-21D09:20:54.386000000,GOOG,L,41.59,5796
2023-04-21D09:20:58.042000000,DELL,N,29.49,8382
2023-04-21D09:21:04.294000000,GOOG,O,41.57,5143
2023-04-21D09:21:05.337000000,IBM,O,46.45,1080
2023-04-21D09:21:10.314000000,NOK,O,31.27,1000
2023-04-21D09:21:24.233000000,GOOG,L,41.55,756
2023-04-21D09:21:29.034000000,DELL,L,29.55,569
2023-04-21D09:21:31.347000000,YHOO,O,34.93,1529
2023-04-21D09:21:32.036000000,YHOO,O,34.92,596
2023-04-21D09:21:35.939000000,CSCO,O,36.7,5583
2023-04-21D09:21:38.085000000,IBM,L,46.37,1817
2023-04-21D09:21:38.944000000,GOOG,N,41.53,743
2023-04-21D09:21:41.292000000,AAPL,O,25.81,1211
2023-04-21D09:21:43.529000000,AAPL,O,25.79,6388
2023-04-21D09:21:44.007000000,MSFT,L,35.27,3033
2023-04-21D09:21:46.238000000,ORCL,L,33.58,100
2023-04-21D09:21:46.520000000,AAPL,O,25.82,1528
2023-04-21D09:21:53.065000000,IBM,N,46.35,841
2023-04-21D09:21:55.188000000,GOOG,L,41.53,6811
2023-04-21D09:21:55.631000000,ORCL,N,33.54,3372
2023-04-21D09:21:56.833000000,MSFT,L,35.23,297
2023-04-21D09:21:58.570000000,GOOG,L,41.47,1407
2023-04-21D09:22:02.254000000,IBM,N,46.37,328
2023-04-21D09:22:09.395000000,CSCO,O,36.76,2491
2023-04-21D09:22:10.100000000,ORCL,N,33.53,3383
2023-04-21D09:22:22.054000000,IBM,L,46.39,260
2023-04-21D09:22:22.787000000,GOOG,L,41.53,667
2023-04-21D09:22:24.703000000,IBM,L,46.39,4345
2023-04-21D09:22:26.224000000,NOK,L,31.29,7865
2023-04-21D09:22:32.484000000,NOK,L,31.25,2895
2023-04-21D09:22:38.748000000,DELL,N,29.51,1899
