time,sym,src,price,size
2023-04-21D09:00:33.274000000,DELL,O,28.41,3551
2023-04-21D09:00:36.407000000,GOOG,L,41.79,1255
2023-04-21D09:00:41.684000000,CSCO,L,38.06,2931
2023-04-21D09:00:42.330000000,AAPL,L,25.34,1624
2023-04-21D09:00:43.242000000,NOK,O,30.74,2359
2023-04-21D09:00:44.791000000,NOK,O,30.74,3933
2023-04-21D09:01:01.494000000,GOOG,N,41.81,1669
2023-04-21D09:01:02.619000000,YHOO,N,35.67,756
2023-04-21D09:01:06.354000000,AAPL,L,25.34,2593
2023-04-21D09:01:10.444000000,YHOO,N,35.72,4155
2023-04-21D09:01:11.263000000,GOOG,N,41.82,4828
2023-04-21D09:01:15.004000000,GOOG,L,41.77,1062
2023-04-21D09:01:16.196000000,CSCO,L,38.06,6828
2023-04-21D09:01:18.428000000,GOOG,O,41.75,6971
2023-04-21D09:01:23.335000000,MSFT,O,34.61,1967
2023-04-21D09:01:24.059000000,CSCO,L,38.08,1430
2023-04-21D09:01:26.185000000,ORCL,O,33.01,3371
2023-04-21D09:01:29.210000000,IBM,N,47.69,9398
2023-04-21D09:01:30.656000000,DELL,N,28.36,557
2023-04-21D09:01:32.316000000,GOOG,N,41.78,2199
2023-04-21D09:01:32.588000000,GOOG,N,41.75,3546
2023-04-21D09:01:43.895000000,ORCL,L,33.02,4289
2023-04-21D09:01:48.820000000,IBM,O,47.64,416
2023-04-21D09:01:52.466000000,YHOO,O,35.73,4313
2023-04-21D09:01:58.739000000,CSCO,O,38.05,56
2023-04-21D09:02:01.096000000,ORCL,L,32.97,6699
2023-04-21D09:02:01.829000000,GOOG,L,41.79,2499
2023-04-21D09:02:05.984000000,NOK,L,30.72,3301
2023-04-21D09:02:06.365000000,YHOO,O,35.74,786
2023-04-21D09:02:11.355000000,NOK,O,30.73,129
2023-04-21D09:02:11.483000000,MSFT,O,34.62,1390
2023-04-21D09:02:21.112000000,DELL,N,28.33,3572
2023-04-21D09:02:37.916000000,AAPL,L,25.28,451
2023-04-21D09:02:38.606000000,ORCL,L,32.94,579
2023-04-21D09:02:39.472000000,NOK,L,30.72,4963
2023-04-21D09:02:41.559000000,YHOO,O,35.72,86
2023-04-21D09:02:43.470000000,GOOG,O,41.76,4121
2023-04-21D09:02:54.921000000,AAPL,N,25.29,944
2023-04-21D09:02:55.058000000,AAPL,N,25.29,1288
2023-04-21D09:02:56.262000000,ORCL,N,32.94,653
2023-04-21D09:02:58.010000000,NOK,N,30.72,1503
2023-04-21D09:02:58.193000000,NOK,N,30.77,576
2023-04-21D09:03:05.474000000,YHOO,L,35.71,370
2023-04-21D09:03:05.772000000,CSCO,N,38.05,7725
2023-04-21D09:03:06.286000000,YHOO,L,35.71,429
2023-04-21D09:03:09.118000000,ORCL,O,32.95,3413
2023-04-21D09:03:12.811000000,YHOO,O,35.73,5615
2023-04-21D09:03:14.603000000,AAPL,L,25.29,3437
2023-04-21D09:03:15.920000000,ORCL,L,32.95,3276
2023-04-21D09:03:16.369000000,DELL,O,28.34,3832
2023-04-21D09:03:20.595000000,IBM,O,47.62,1132
2023-04-21D09:03:23.919000000,MSFT,L,34.64,852
2023-04-21D09:03:24.127000000,IBM,L,47.56,561
2023-04-21D09:03:25.090000000,NOK,N,30.77,5002
2023-04-21D09:03:25.375000000,AAPL,L,25.31,996
2023-04-21D09:03:28.410000000,GOOG,N,41.74,7318
2023-04-21D09:03:32.877000000,DELL,L,28.32,1861
2023-04-21D09:03:33.301000000,YHOO,L,35.77,4970
2023-04-21D09:03:34.018000000,NOK,L,30.8,3442
2023-04-21D09:03:45.774000000,AAPL,O,25.34,2396
2023-04-21D09:03:48.727000000,NOK,L,30.77,376
2023-04-21D09:03:48.798000000,IBM,O,47.58,1261
2023-04-21D09:03:50.496000000,NOK,L,30.77,2317
2023-04-21D09:03:56.639000000,AAPL,N,25.27,3861
2023-04-21D09:03:58.934000000,ORCL,O,32.94,3559
2023-04-21D09:04:04.586000000,GOOG,L,41.75,2852
2023-04-21D09:04:08.211000000,YHOO,L,35.79,1716
2023-04-21D09:04:24.323000000,YHOO,N,35.74,687
2023-04-21D09:04:25.385000000,MSFT,N,34.72,1349
2023-04-21D09:04:28.611000000,DELL,L,28.25,3259
2023-04-21D09:04:38.492000000,MSFT,L,34.72,187
2023-04-21D09:04:42.440000000,IBM,L,47.56,924
2023-04-21D09:04:45.765000000,ORCL,O,32.88,4695
2023-04-21D09:04:47.412000000,IBM,O,47.58,769
2023-04-21D09:04:52.606000000,NOK,O,30.72,1535
2023-04-21D09:04:55.334000000,IBM,N,47.59,260
2023-04-21D09:04:59.012000000,YHOO,O,35.74,2259
2023-04-21D09:05:05.207000000,DELL,O,28.27,1754
2023-04-21D09:05:06.037000000,NOK,N,30.69,313
2023-04-21D09:05:06.909000000,CSCO,N,38.02,6611
2023-04-21D09:05:07.715000000,AAPL,L,25.22,1964
2023-04-21D09:05:16.171000000,GOOG,N,41.67,2948
2023-04-21D09:05:23.660000000,NOK,L,30.64,1147
2023-04-21D09:05:25.301000000,IBM,N,47.49,502
2023-04-21D09:05:25.354000000,NOK,O,30.7,1913
2023-04-21D09:05:28.070000000,ORCL,O,32.88,158
2023-04-21D09:05:29.518000000,ORCL,N,32.87,2970
2023-04-21D09:05:34.567000000,NOK,O,30.65,295
2023-04-21D09:05:40.352000000,MSFT,O,34.7,1343
2023-04-21D09:05:40.680000000,AAPL,L,25.22,1916
2023-04-21D09:05:43.128000000,NOK,L,30.7,741
2023-04-21D09:05:47.688000000,DELL,N,28.31,2012
2023-04-21D09:05:54.874000000,DELL,L,28.28,775
2023-04-21D09:05:56.721000000,NOK,N,30.74,1041
2023-04-21D09:05:56.745000000,MSFT,N,34.65,3635
2023-04-21D09:05:56.769000000,YHOO,L,35.78,6053
2023-04-21D09:05:57.940000000,ORCL,N,32.87,1399
2023-04-21D09:06:04.710000000,GOOG,O,41.63,978
2023-04-21D09:06:04.920000000,AAPL,L,25.22,2290
2023-04-21D09:06:06.658000000,YHOO,O,35.79,4715
2023-04-21D09:06:08.121000000,ORCL,O,32.83,3665
2023-04-21D09:06:08.277000000,YHOO,O,35.79,3272
2023-04-21D09:06:09.020000000,YHOO,O,35.79,6247
2023-04-21D09:06:10.054000000,AAPL,L,25.2,3175
2023-04-21D09:06:11.561000000,YHOO,O,35.78,729
2023-04-21D09:06:13.408000000,IBM,N,47.39,164
2023-04-21D09:06:15.001000000,CSCO,L,38.03,1239
2023-04-21D09:06:17.218000000,DELL,N,28.32,1054
2023-04-21D09:06:18.088000000,MSFT,N,34.67,1823
2023-04-21D09:06:18.396000000,IBM,L,47.47,412
2023-04-21D09:06:31.349000000,YHOO,L,35.8,670
2023-04-21D09:06:37.592000000,NOK,N,30.73,3063
2023-04-21D09:06:42.685000000,CSCO,O,37.97,6879
2023-04-21D09:06:46.935000000,CSCO,N,38,3050
2023-04-21D09:06:50.649000000,DELL,L,28.34,4232
2023-04-21D09:06:52.684000000,CSCO,O,37.98,3504
2023-04-21D09:06:53.458000000,YHOO,O,35.81,4381
2023-04-21D09:06:55.775000000,MSFT,N,34.69,2292
2023-04-21D09:06:57.467000000,ORCL,L,32.83,1690
2023-04-21D09:06:57.964000000,CSCO,L,37.99,1260
2023-04-21D09:07:02.024000000,MSFT,N,34.72,2419
2023-04-21D09:07:05.484000000,GOOG,O,41.58,1539
2023-04-21D09:07:14.241000000,GOOG,N,41.59,1115
2023-04-21D09:07:18.089000000,GOOG,N,41.59,3844
2023-04-21D09:07:23.454000000,GOOG,N,41.52,7940
2023-04-21D09:07:25.259000000,GOOG,N,41.55,1843
2023-04-21D09:07:25.440000000,DELL,O,28.33,97
2023-04-21D09:07:27.855000000,DELL,O,28.33,754
2023-04-21D09:07:29.264000000,AAPL,O,25.16,5288
2023-04-21D09:07:29.959000000,AAPL,N,25.16,857
2023-04-21D09:07:39.832000000,CSCO,N,37.92,4188
2023-04-21D09:07:39.971000000,NOK,O,30.62,837
2023-04-21D09:07:41.581000000,YHOO,L,35.79,4393
2023-04-21D09:07:44.445000000,DELL,L,28.39,5292
2023-04-21D09:07:45.803000000,MSFT,L,34.74,2415
2023-04-21D09:07:46.042000000,AAPL,L,25.15,7374
2023-04-21D09:07:46.954000000,NOK,L,30.62,902
2023-04-21D09:07:47.918000000,YHOO,N,35.75,446
2023-04-21D09:07:48.786000000,ORCL,L,32.87,2420
2023-04-21D09:07:49.818000000,GOOG,N,41.5,7688
2023-04-21D09:07:59.737000000,YHOO,L,35.73,337
2023-04-21D09:08:01.682000000,ORCL,L,32.89,1355
2023-04-21D09:08:03.004000000,AAPL,N,25.17,12
2023-04-21D09:08:04.502000000,GOOG,L,41.54,5041
2023-04-21D09:08:04.607000000,GOOG,L,41.54,1837
2023-04-21D09:08:04.759000000,DELL,L,28.4,7436
2023-04-21D09:08:07.226000000,IBM,L,47.44,2968
2023-04-21D09:08:11.282000000,MSFT,O,34.68,1437
2023-04-21D09:08:15.300000000,DELL,O,28.38,3146
2023-04-21D09:08:21.027000000,YHOO,O,35.68,5480
2023-04-21D09:08:23.999000000,GOOG,O,41.56,1650
2023-04-21D09:08:26.164000000,NOK,O,30.59,1146
2023-04-21D09:08:31.633000000,AAPL,O,25.19,1024
2023-04-21D09:08:32.716000000,CSCO,N,38.04,9035
2023-04-21D09:08:36.907000000,GOOG,N,41.58,4166
2023-04-21D09:08:44.963000000,CSCO,O,38,1815
2023-04-21D09:09:02.733000000,DELL,L,28.37,420
2023-04-21D09:09:05.035000000,NOK,N,30.64,123
2023-04-21D09:09:07.954000000,MSFT,N,34.69,5045
2023-04-21D09:09:08.128000000,MSFT,N,34.67,7539
2023-04-21D09:09:13.125000000,NOK,N,30.65,1254
2023-04-21D09:09:14.391000000,IBM,O,47.38,1438
2023-04-21D09:09:15.490000000,YHOO,L,35.75,4214
2023-04-21D09:09:22.120000000,DELL,O,28.39,5107
2023-04-21D09:09:23.995000000,ORCL,L,32.91,1536
2023-04-21D09:09:26.798000000,CSCO,N,37.93,1860
2023-04-21D09:09:31.143000000,MSFT,O,34.68,1888
2023-04-21D09:09:32.431000000,ORCL,N,32.93,1452
2023-04-21D09:09:48.424000000,MSFT,N,34.73,1019
2023-04-21D09:09:52.035000000,GOOG,O,41.62,149
2023-04-21D09:09:57.100000000,YHOO,L,35.78,196
2023-04-21D09:09:59.503000000,YHOO,L,35.75,9356
2023-04-21D09:10:00.141000000,GOOG,N,41.61,9524
2023-04-21D09:10:09.350000000,NOK,L,30.67,1255
2023-04-21D09:10:09.403000000,CSCO,N,37.89,1163
2023-04-21D09:10:10.749000000,AAPL,N,25.23,876
2023-04-21D09:10:15.664000000,NOK,L,30.64,247
2023-04-21D09:10:16.761000000,GOOG,L,41.65,488
2023-04-21D09:10:17.440000000,IBM,N,47.42,640
2023-04-21D09:10:20.026000000,GOOG,L,41.66,1851
2023-04-21D09:10:26.829000000,MSFT,N,34.71,4956
2023-04-21D09:10:28.011000000,GOOG,O,41.68,467
2023-04-21D09:10:29.017000000,IBM,N,47.41,6536
2023-04-21D09:10:29.615000000,DELL,L,28.37,648
2023-04-21D09:10:31.451000000,NOK,L,30.63,139
2023-04-21D09:10:31.799000000,ORCL,O,32.93,311
2023-04-21D09:10:34.073000000,MSFT,O,34.7,5700
2023-04-21D09:10:35.732000000,DELL,L,28.41,5669
2023-04-21D09:10:38.869000000,ORCL,L,32.95,3850
2023-04-21D09:10:41.214000000,ORCL,L,32.98,1627
2023-04-21D09:10:46.212000000,GOOG,L,41.66,3075
2023-04-21D09:10:50.935000000,YHOO,L,35.72,185
2023-04-21D09:10:52.850000000,GOOG,N,41.62,6095
2023-04-21D09:10:53.575000000,YHOO,L,35.72,350
2023-04-21D09:10:55.050000000,IBM,O,47.39,422
2023-04-21D09:10:57.109000000,DELL,N,28.42,456
2023-04-21D09:10:57.255000000,MSFT,N,34.75,3035
2023-04-21D09:10:59.831000000,GOOG,O,41.6,939
2023-04-21D09:11:10.702000000,IBM,O,47.42,2826
2023-04-21D09:11:14.067000000,NOK,O,30.63,7072
2023-04-21D09:11:16.610000000,NOK,N,30.64,1468
2023-04-21D09:11:17.711000000,ORCL,N,32.93,1855
2023-04-21D09:11:20.711000000,GOOG,L,41.67,4162
2023-04-21D09:11:22.808000000,CSCO,O,37.92,2075
2023-04-21D09:11:34.281000000,IBM,N,47.41,1139
2023-04-21D09:11:42.372000000,NOK,N,30.69,1394
2023-04-21D09:11:46.340000000,NOK,L,30.69,3010
2023-04-21D09:11:46.426000000,CSCO,O,37.91,377
2023-04-21D09:11:56.674000000,MSFT,O,34.81,1251
2023-04-21D09:11:58.474000000,MSFT,O,34.81,991
2023-04-21D09:11:59.106000000,DELL,L,28.5,1579
2023-04-21D09:12:05.410000000,ORCL,L,32.98,6420
2023-04-21D09:12:09.519000000,IBM,L,47.39,14
2023-04-21D09:12:16.145000000,IBM,O,47.42,2036
2023-04-21D09:12:22.020000000,NOK,N,30.67,5291
2023-04-21D09:12:26.424000000,NOK,O,30.69,5343
2023-04-21D09:12:26.464000000,NOK,O,30.69,4521
2023-04-21D09:12:39.271000000,IBM,N,47.4,4425
2023-04-21D09:12:40.275000000,NOK,O,30.65,2703
2023-04-21D09:12:40.468000000,CSCO,N,37.85,2446
2023-04-21D09:12:40.678000000,ORCL,O,32.95,1385
2023-04-21D09:12:42.842000000,ORCL,L,32.97,8180
2023-04-21D09:12:43.590000000,AAPL,O,25.29,3441
2023-04-21D09:12:47.605000000,IBM,O,47.41,185
2023-04-21D09:12:51.911000000,GOOG,L,41.72,1939
2023-04-21D09:12:53.173000000,MSFT,O,34.87,4790
2023-04-21D09:12:55.313000000,GOOG,O,41.67,416
2023-04-21D09:12:55.456000000,AAPL,N,25.27,215
2023-04-21D09:12:56.667000000,AAPL,N,25.27,3176
2023-04-21D09:12:59.482000000,DELL,N,28.46,3963
2023-04-21D09:12:59.970000000,IBM,N,47.34,683
2023-04-21D09:13:01.317000000,CSCO,L,37.8,172
2023-04-21D09:13:01.648000000,NOK,O,30.64,3215
2023-04-21D09:13:08.020000000,CSCO,O,37.87,1350
2023-04-21D09:13:08.700000000,GOOG,O,41.71,6363
2023-04-21D09:13:10.130000000,NOK,O,30.63,4131
2023-04-21D09:13:18.272000000,AAPL,L,25.23,155
2023-04-21D09:13:19.554000000,NOK,O,30.57,121
2023-04-21D09:13:21.101000000,YHOO,L,35.74,6101
2023-04-21D09:13:36.027000000,AAPL,N,25.21,6122
2023-04-21D09:13:41.722000000,IBM,L,47.4,6929
2023-04-21D09:13:44.312000000,YHOO,L,35.7,998
2023-04-21D09:13:48.117000000,AAPL,N,25.22,9088
2023-04-21D09:13:48.300000000,YHOO,L,35.71,6771
2023-04-21D09:13:48.895000000,CSCO,L,37.82,3975
2023-04-21D09:13:51.484000000,YHOO,L,35.72,999
2023-04-21D09:13:51.688000000,IBM,L,47.41,1801
2023-04-21D09:14:08.696000000,DELL,O,28.47,3948
2023-04-21D09:14:12.363000000,ORCL,O,32.93,5538
2023-04-21D09:14:13.932000000,MSFT,L,34.8,6740
2023-04-21D09:14:14.368000000,MSFT,L,34.8,8408
2023-04-21D09:14:15.845000000,IBM,N,47.38,220
2023-04-21D09:14:17.820000000,CSCO,N,37.88,3994
2023-04-21D09:14:17.919000000,IBM,L,47.37,316
2023-04-21D09:14:19.927000000,AAPL,O,25.26,935
2023-04-21D09:14:20.174000000,ORCL,L,32.94,3734
2023-04-21D09:14:22.154000000,CSCO,N,37.84,6815
2023-04-21D09:14:23.126000000,AAPL,O,25.26,4622
2023-04-21D09:14:25.105000000,NOK,L,30.47,433
2023-04-21D09:14:27.816000000,AAPL,O,25.3,2982
2023-04-21D09:14:28.460000000,ORCL,L,33,4877
2023-04-21D09:14:31.067000000,GOOG,L,41.73,850
2023-04-21D09:14:39.657000000,AAPL,O,25.26,5653
2023-04-21D09:14:39.863000000,NOK,N,30.51,1011
2023-04-21D09:14:42.542000000,NOK,N,30.53,3827
2023-04-21D09:14:43.305000000,CSCO,O,37.87,195
2023-04-21D09:14:45.607000000,MSFT,L,34.83,5537
2023-04-21D09:14:46.078000000,CSCO,N,37.87,1064
2023-04-21D09:14:57.897000000,ORCL,O,32.97,6841
2023-04-21D09:15:04.369000000,YHOO,L,35.79,1590
2023-04-21D09:15:10.499000000,GOOG,N,41.68,4524
2023-04-21D09:15:11.730000000,YHOO,O,35.77,5970
2023-04-21D09:15:18.411000000,NOK,L,30.5,599
2023-04-21D09:15:19.512000000,YHOO,O,35.79,309
2023-04-21D09:15:28.981000000,NOK,O,30.55,5919
2023-04-21D09:15:29.697000000,NOK,O,30.55,2279
2023-04-21D09:15:32.127000000,IBM,O,47.42,89
2023-04-21D09:15:33.212000000,AAPL,N,25.27,453
2023-04-21D09:15:35.345000000,DELL,N,28.46,216
2023-04-21D09:15:37.654000000,AAPL,L,25.26,285
2023-04-21D09:15:39.454000000,ORCL,N,33.07,3151
2023-04-21D09:15:39.848000000,NOK,N,30.53,599
2023-04-21D09:15:40.423000000,CSCO,N,37.8,2233
2023-04-21D09:15:45.023000000,MSFT,N,34.78,1747
2023-04-21D09:15:45.056000000,ORCL,N,33.07,546
2023-04-21D09:15:45.891000000,NOK,N,30.55,58
2023-04-21D09:15:46.674000000,IBM,N,47.46,5271
2023-04-21D09:15:46.758000000,DELL,O,28.41,5386
2023-04-21D09:15:54.487000000,DELL,L,28.47,1335
2023-04-21D09:15:55.134000000,NOK,O,30.57,3755
2023-04-21D09:15:55.599000000,DELL,L,28.43,2115
2023-04-21D09:15:58.487000000,MSFT,O,34.83,2670
2023-04-21D09:15:58.826000000,IBM,L,47.41,8524
2023-04-21D09:15:58.955000000,GOOG,N,41.62,6754
2023-04-21D09:15:59.570000000,GOOG,N,41.63,2179
2023-04-21D09:16:00.620000000,NOK,N,30.49,2784
2023-04-21D09:16:01.678000000,CSCO,L,37.83,663
2023-04-21D09:16:04.283000000,AAPL,O,25.26,2122
2023-04-21D09:16:06.670000000,GOOG,L,41.64,1386
2023-04-21D09:16:09.469000000,DELL,N,28.45,1156
2023-04-21D09:16:11.191000000,MSFT,O,34.84,490
2023-04-21D09:16:12.426000000,DELL,L,28.4,515
2023-04-21D09:16:13.702000000,CSCO,N,37.83,2076
2023-04-21D09:16:14.399000000,GOOG,N,41.67,332
2023-04-21D09:16:20.077000000,CSCO,N,37.83,188
2023-04-21D09:16:21.312000000,CSCO,O,37.81,83
2023-04-21D09:16:22.208000000,GOOG,L,41.63,593
2023-04-21D09:16:26.782000000,MSFT,O,34.93,114
2023-04-21D09:16:37.233000000,IBM,N,47.37,141
2023-04-21D09:16:38.323000000,AAPL,L,25.19,1467
2023-04-21D09:16:42.057000000,AAPL,N,25.21,1472
2023-04-21D09:16:45.265000000,MSFT,O,34.91,6981
2023-04-21D09:16:50.172000000,NOK,N,30.5,228
2023-04-21D09:16:51.514000000,NOK,N,30.53,2775
2023-04-21D09:16:52.536000000,DELL,N,28.5,7621
2023-04-21D09:16:54.684000000,IBM,L,47.39,1492
2023-04-21D09:16:55.298000000,IBM,L,47.39,876
2023-04-21D09:16:58.482000000,NOK,O,30.51,5585
2023-04-21D09:16:59.384000000,AAPL,O,25.25,5206
2023-04-21D09:17:00.313000000,GOOG,N,41.67,1908
2023-04-21D09:17:00.336000000,DELL,O,28.5,1739
2023-04-21D09:17:05.630000000,ORCL,L,32.95,2003
2023-04-21D09:17:06.242000000,NOK,O,30.57,334
2023-04-21D09:17:10.931000000,DELL,L,28.47,3206
2023-04-21D09:17:20.327000000,DELL,O,28.44,38
2023-04-21D09:17:24.811000000,MSFT,N,34.95,792
2023-04-21D09:17:30.708000000,IBM,L,47.35,7607
2023-04-21D09:17:35.017000000,DELL,N,28.46,4336
2023-04-21D09:17:38.212000000,MSFT,O,34.93,904
2023-04-21D09:17:41.002000000,YHOO,N,35.69,1827
2023-04-21D09:17:42.701000000,NOK,N,30.55,2370
2023-04-21D09:17:49.643000000,YHOO,N,35.69,3738
2023-04-21D09:17:57.883000000,DELL,O,28.42,2857
2023-04-21D09:17:58.652000000,DELL,L,28.44,213
2023-04-21D09:18:06.099000000,NOK,L,30.54,4394
2023-04-21D09:18:07.064000000,GOOG,O,41.75,3801
2023-04-21D09:18:08.230000000,IBM,L,47.35,2655
2023-04-21D09:18:10.448000000,YHOO,O,35.74,1191
2023-04-21D09:18:15.356000000,AAPL,L,25.1,2625
2023-04-21D09:18:20.443000000,NOK,N,30.6,6616
2023-04-21D09:18:23.490000000,NOK,L,30.61,5233
2023-04-21D09:18:24.424000000,CSCO,N,37.83,1781
2023-04-21D09:18:27.281000000,DELL,O,28.41,112
2023-04-21D09:18:29.043000000,ORCL,O,32.99,213
2023-04-21D09:18:30.161000000,GOOG,O,41.76,5521
2023-04-21D09:18:31.070000000,DELL,O,28.42,2286
2023-04-21D09:18:33.025000000,GOOG,L,41.79,421
2023-04-21D09:18:36.999000000,MSFT,L,34.99,3279
2023-04-21D09:18:37.840000000,DELL,N,28.4,287
2023-04-21D09:18:38.204000000,NOK,L,30.58,4593
2023-04-21D09:18:40.121000000,NOK,L,30.58,3253
2023-04-21D09:18:54.084000000,AAPL,L,25.09,599
2023-04-21D09:19:03.247000000,DELL,N,28.42,880
2023-04-21D09:19:03.875000000,ORCL,O,32.96,1734
2023-04-21D09:19:04.667000000,NOK,N,30.6,524
2023-04-21D09:19:07.668000000,ORCL,O,33,4964
2023-04-21D09:19:11.871000000,ORCL,L,32.98,1593
2023-04-21D09:19:11.897000000,DELL,N,28.41,5214
2023-04-21D09:19:19.018000000,GOOG,O,41.8,362
2023-04-21D09:19:27.852000000,CSCO,O,37.79,2579
2023-04-21D09:19:27.869000000,DELL,O,28.45,1967
2023-04-21D09:19:28.875000000,ORCL,O,32.98,3745
2023-04-21D09:19:28.977000000,ORCL,O,32.98,629
2023-04-21D09:19:34.489000000,MSFT,O,34.92,1131
2023-04-21D09:19:39.320000000,NOK,O,30.59,2210
2023-04-21D09:19:39.781000000,AAPL,N,25.11,993
2023-04-21D09:19:48.140000000,DELL,L,28.38,19
2023-04-21D09:19:57.991000000,NOK,L,30.57,2658
2023-04-21D09:20:02.736000000,GOOG,N,41.75,8
2023-04-21D09:20:08.499000000,DELL,N,28.39,5781
2023-04-21D09:20:21.843000000,GOOG,O,41.76,5688
2023-04-21D09:20:22.026000000,AAPL,L,25.15,3420
2023-04-21D09:20:29.314000000,MSFT,L,34.86,2107
2023-04-21D09:20:31.836000000,CSCO,O,37.71,100
2023-04-21D09:20:34.049000000,GOOG,O,41.79,2560
2023-04-21D09:20:45.728000000,ORCL,N,32.92,905
2023-04-21D09:20:47.160000000,GOOG,N,41.78,6399
2023-04-21D09:20:49.639000000,AAPL,N,25.2,6821
2023-04-21D09:20:54.861000000,GOOG,N,41.77,3284
2023-04-21D09:20:59.693000000,MSFT,O,34.86,3805
2023-04-21D09:21:02.657000000,DELL,L,28.47,2969
2023-04-21D09:21:08.795000000,CSCO,L,37.73,8393
2023-04-21D09:21:10.408000000,DELL,L,28.44,1435
2023-04-21D09:21:18.267000000,MSFT,N,34.87,6659
2023-04-21D09:21:20.568000000,DELL,L,28.46,713
2023-04-21D09:21:23.893000000,YHOO,L,35.68,1331
2023-04-21D09:21:27.122000000,AAPL,L,25.17,3881
2023-04-21D09:21:32.026000000,YHOO,L,35.74,4187
2023-04-21D09:21:37.674000000,MSFT,O,34.85,5017
2023-04-21D09:21:38.925000000,DELL,L,28.51,1160
2023-04-21D09:21:49.382000000,ORCL,N,32.82,2927
2023-04-21D09:21:51.775000000,GOOG,N,41.71,184
2023-04-21D09:21:52.233000000,GOOG,N,41.71,2066
2023-04-21D09:21:59.611000000,MSFT,O,34.86,4004
2023-04-21D09:22:00.546000000,ORCL,N,32.84,6032
2023-04-21D09:22:01.146000000,CSCO,O,37.76,2555
2023-04-21D09:22:02.638000000,CSCO,L,37.78,2240
2023-04-21D09:22:03.973000000,GOOG,N,41.67,2377
2023-04-21D09:22:04.251000000,DELL,N,28.49,2133
2023-04-21D09:22:04.944000000,AAPL,N,25.15,2308
2023-04-21D09:22:07.545000000,AAPL,O,25.16,1951
2023-04-21D09:22:08.139000000,YHOO,O,35.76,2363
2023-04-21D09:22:10.174000000,GOOG,N,41.7,1706
2023-04-21D09:22:14.177000000,CSCO,O,37.74,347
2023-04-21D09:22:14.463000000,AAPL,L,25.17,1607
2023-04-21D09:22:15.905000000,DELL,L,28.57,2309
2023-04-21D09:22:18.293000000,ORCL,L,32.77,1820
2023-04-21D09:22:19.739000000,IBM,O,47.3,2216
2023-04-21D09:22:21.250000000,GOOG,N,41.64,860
2023-04-21D09:22:22.680000000,IBM,O,47.31,703
2023-04-21D09:22:27.295000000,IBM,N,47.29,151
2023-04-21D09:22:28.999000000,IBM,O,47.3,394
2023-04-21D09:22:30.093000000,GOOG,L,41.65,251
2023-04-21D09:22:33.055000000,CSCO,O,37.74,1061
2023-04-21D09:22:35.633000000,CSCO,O,37.7,3189
2023-04-21D09:22:36.008000000,AAPL,L,25.16,668
2023-04-21D09:22:41.510000000,CSCO,O,37.71,833
2023-04-21D09:22:43.023000000,ORCL,O,32.76,96
2023-04-21D09:22:46.760000000,YHOO,O,35.73,676
2023-04-21D09:22:50.032000000,CSCO,L,37.68,730
2023-04-21D09:23:03.559000000,MSFT,L,34.86,4480
2023-04-21D09:23:05.162000000,MSFT,N,34.86,2206
2023-04-21D09:23:09.381000000,YHOO,N,35.75,1555
2023-04-21D09:23:09.395000000,MSFT,N,34.86,2487
2023-04-21D09:23:10.066000000,NOK,N,30.51,3834
2023-04-21D09:23:10.619000000,YHOO,N,35.73,854
2023-04-21D09:23:11.566000000,ORCL,O,32.79,1593
2023-04-21D09:23:12.473000000,DELL,L,28.55,3170
2023-04-21D09:23:14.261000000,AAPL,L,25.17,1853
2023-04-21D09:23:14.680000000,MSFT,N,34.86,329
2023-04-21D09:23:19.069000000,AAPL,N,25.19,43
2023-04-21D09:23:20.131000000,ORCL,L,32.82,4774
2023-04-21D09:23:24.630000000,DELL,O,28.52,1135
2023-04-21D09:23:25.190000000,GOOG,O,41.65,482
2023-04-21D09:23:26.133000000,ORCL,N,32.87,3439
2023-04-21D09:23:27.226000000,DELL,L,28.53,5864
2023-04-21D09:23:27.893000000,IBM,O,47.38,199
2023-04-21D09:23:30.688000000,NOK,N,30.54,1325
2023-04-21D09:23:36.001000000,ORCL,N,32.85,1536
2023-04-21D09:23:36.603000000,IBM,N,47.39,568
2023-04-21D09:23:40.812000000,YHOO,N,35.73,8609
2023-04-21D09:23:41.471000000,ORCL,N,32.85,5307
2023-04-21D09:23:42.897000000,ORCL,N,32.82,3482
2023-04-21D09:23:44.797000000,IBM,O,47.39,3979
2023-04-21D09:23:45.907000000,IBM,O,47.36,2836
2023-04-21D09:23:46.454000000,NOK,O,30.57,6010
2023-04-21D09:23:48.534000000,IBM,N,47.34,3282
2023-04-21D09:23:51.204000000,ORCL,O,32.83,123
2023-04-21D09:23:56.663000000,CSCO,O,37.68,6222
2023-04-21D09:23:58.538000000,AAPL,L,25.22,726
2023-04-21D09:24:05.382000000,MSFT,L,34.87,1046
2023-04-21D09:24:09.472000000,DELL,N,28.52,1182
2023-04-21D09:24:09.731000000,YHOO,O,35.73,22
2023-04-21D09:24:16.079000000,GOOG,O,41.75,1451
2023-04-21D09:24:23.456000000,DELL,O,28.53,293
2023-04-21D09:24:25.933000000,NOK,L,30.54,2671
2023-04-21D09:24:26.958000000,GOOG,N,41.71,4013
2023-04-21D09:24:27.364000000,IBM,N,47.38,1367
2023-04-21D09:24:27.397000000,AAPL,O,25.21,497
2023-04-21D09:24:33.095000000,AAPL,O,25.22,3
2023-04-21D09:24:34.807000000,CSCO,N,37.71,740
